Doc_ID,Line_Length,Line_Words,Number_of_Lines,Inline_space_tab,Indent_space_tab,number_of_spaces,number_of_underscores,identifiers_with_underscore,Number_of_Identifiers,Number_of_keywords,Programmer
Doc_31,"(LL_28, 2), (LL_32, 1), (LL_15, 5), (LL_14, 2), (LL_1, 1), (LL_17, 2), (LL_16, 1), (LL_19, 1), (LL_10, 1), (LL_2, 1)","(LW_5, 4), (LW_8, 2), (LW_3, 2), (LW_4, 6), (LW_0, 2), (LW_1, 1)",17,"(IS_2, 1), (IS_3, 1), (IS_0, 13), (IT_0, 3), (IT_1, 12)","(IN_0, 3), (IN_1, 12)",28,1,"(Circuit_1, 1)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 3), (T1, 3), (T2, 3), (T3, 3), (T4, 3), (T5, 4), (T6, 3), (T7, 3)","(module, 1), output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_4
Doc_32,"(LL_28, 2), (LL_32, 1), (LL_15, 5), (LL_14, 2), (LL_1, 1), (LL_17, 2), (LL_16, 1), (LL_19, 1), (LL_10, 1)","(LW_5, 4), (LW_7, 1), (LW_3, 2), (LW_4, 6), (LW_8, 1), (LW_0, 1), (LW_1, 1)",16,"(IS_2, 2), (IS_0, 13), (IT_0, 3), (IT_1, 12)","(IN_0, 3), (IN_1, 12)",29,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 3), (T1, 3), (T2, 3), (T3, 3), (T4, 3), (T5, 4), (T6, 3), (T7, 3)","(module, 1), output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_4
Doc_33,"(LL_28, 2), (LL_32, 1), (LL_15, 5), (LL_14, 2), (LL_1, 1), (LL_17, 2), (LL_16, 1), (LL_19, 1), (LL_10, 1), (LL_2, 1)","(LW_5, 4), (LW_7, 1), (LW_3, 2), (LW_4, 6), (LW_8, 1), (LW_0, 2), (LW_1, 1)",17,"(IS_2, 2), (IS_0, 13), (IT_0, 3), (IT_1, 12)","(IN_0, 3), (IN_1, 12)",28,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 3), (T1, 3), (T2, 3), (T3, 3), (T4, 3), (T5, 4), (T6, 3), (T7, 3)","(module, 1), output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_4
Doc_34,"(LL_28, 2), (LL_31, 1), (LL_15, 4), (LL_14, 2), (LL_1, 1), (LL_17, 2), (LL_16, 2), (LL_19, 1), (LL_10, 1), (LL_2, 1)","(LW_5, 4), (LW_7, 1), (LW_3, 2), (LW_4, 6), (LW_8, 1), (LW_0, 2), (LW_1, 1)",17,"(IS_2, 1), (IS_1, 1), (IS_0, 13), (IT_0, 3), (IT_1, 12)","(IN_0, 3), (IN_1, 12)",29,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 3), (T1, 3), (T2, 3), (T3, 3), (T4, 3), (T5, 4), (T6, 3), (T7, 3)","(module, 1), output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_4
Doc_35,"(LL_28, 2), (LL_32, 1), (LL_15, 5), (LL_14, 2), (LL_1, 1), (LL_17, 2), (LL_16, 1), (LL_19, 1), (LL_11, 1)","(LW_5, 4), (LW_7, 1), (LW_3, 2), (LW_4, 6), (LW_8, 1), (LW_0, 2), (LW_1, 1)",16,"(IS_2, 2), (IS_0, 13), (IT_0, 2), (IT_1, 13)","(IN_0, 3), (IN_1, 12)",28,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 3), (T1, 3), (T2, 3), (T3, 3), (T4, 3), (T5, 4), (T6, 3), (T7, 3)","(module, 1), output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_4
Doc_36,"(LL_28, 2), (LL_31, 1), (LL_15, 4), (LL_14, 2), (LL_1, 1), (LL_17, 2), (LL_16, 2), (LL_19, 1), (LL_10, 1), (LL_2, 1)","(LW_5, 4), (LW_7, 1), (LW_3, 2), (LW_4, 6), (LW_8, 1), (LW_0, 1), (LW_1, 1)",17,"(IS_2, 1), (IS_1, 1), (IS_0, 13), (IT_0, 3), (IT_1, 12)","(IN_0, 3), (IN_1, 12)",27,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 3), (T1, 3), (T2, 3), (T3, 3), (T4, 3), (T5, 4), (T6, 3), (T7, 3)","(module, 1), output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_4
Doc_37,"(LL_28, 2), (LL_31, 1), (LL_15, 4), (LL_14, 2), (LL_1, 1), (LL_17, 2), (LL_16, 2), (LL_19, 1), (LL_10, 1)","(LW_5, 4), (LW_7, 1), (LW_3, 2), (LW_4, 6), (LW_8, 1), (LW_0, 1), (LW_1, 1)",16,"(IS_2, 1), (IS_1, 1), (IS_0, 13), (IT_0, 3), (IT_1, 12)","(IN_0, 3), (IN_1, 12)",27,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 3), (T1, 3), (T2, 4), (T3, 3), (T4, 3), (T5, 3), (T6, 3), (T7, 3)","(module, 1), output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_4
Doc_38,"(LL_28, 2), (LL_31, 1), (LL_15, 4), (LL_14, 2), (LL_1, 1), (LL_17, 2), (LL_16, 2), (LL_19, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 3), (LW_7, 1), (LW_10, 1), (LW_8, 1), (LW_1, 1)",16,"(IS_2, 1), (IS_1, 1), (IS_0, 13), (IT_0, 3), (IT_1, 12)","(IN_0, 3), (IN_1, 12)",66,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (T4, 3), (T5, 3), (T6, 3), (T7, 3)","(module, 1), output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_4
Doc_39,"(LL_28, 1), (LL_51, 2), (LL_30, 1), (LL_20, 1), (LL_1, 2), (LL_69, 1), (LL_57, 1), (LL_10, 1), (LL_2, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 2), (LW_7, 1), (LW_10, 1), (LW_8, 1), (LW_1, 1)",11,"(IS_2, 1), (IS_7, 1), (IS_3, 1), (IS_4, 1), (IS_10, 1), (IS_16, 1), (IS_13, 1), (IS_0, 1), (IT_0, 3), (IT_2, 5) ","(IN_0, 3), (IN_1, 12)",65,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)"," (Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 6), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_4
Doc_40,"(LL_28, 1), (LL_51, 2), (LL_30, 1), (LL_20, 1), (LL_1, 2), (LL_69, 1), (LL_58, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 2), (LW_7, 1), (LW_10, 1), (LW_8, 1), (LW_1, 1)",10,"(IS_2, 1), (IS_7, 1), (IS_3, 1), (IS_4, 1), (IS_10, 1), (IS_16, 1), (IS_13, 1), (IS_0, 1), (IT_0, 3), (IT_2, 5) ","(IN_0, 8)",65,11,"(Circuit_1, 1), (Circuit_2, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3)"," (Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 6), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_4
Doc_41,"(LL_28, 1), (LL_51, 2), (LL_30, 1), (LL_20, 1), (LL_1, 2), (LL_69, 1), (LL_58, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 3), (LW_7, 1), (LW_10, 1), (LW_8, 1), (LW_1, 1)",10,"(IS_2, 1), (IS_7, 1), (IS_3, 1), (IS_4, 1), (IS_10, 1), (IS_16, 1), (IS_13, 1), (IS_0, 1), (IT_0, 3), (IT_2, 5) ","(IN_0, 8)",66,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)"," (Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 6), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_4
Doc_42,"(LL_28, 1), (LL_51, 1), (LL_30, 1), (LL_20, 1), (LL_1, 2), (LL_53, 1), (LL_69, 1), (LL_58, 1), (LL_10, 1), (LL_2, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 3), (LW_7, 1), (LW_10, 1), (LW_8, 1), (LW_1, 1)",11,"(IS_2, 1), (IS_7, 1), (IS_3, 1), (IS_4, 1), (IS_10, 1), (IS_16, 1), (IS_13, 1), (IS_0, 1), (IT_0, 3), (IT_2, 5) ","(IN_0, 8)",66,11,"(Circuit_1, 1), (Circuit_2, 1), (Out_1, 3), (Out_2, 3), (Out_3, 3)"," (Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 6), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_4
Doc_43,"(LL_28, 1), (LL_36, 1), (LL_16, 2), (LL_34, 1), (LL_22, 2), (LL_23, 1), (LL_20, 3), (LL_25, 1), (LL_18, 1), (LL_21, 1), (LL_10, 1)","(LW_5, 6), (LW_7, 1), (LW_3, 1), (LW_4, 2), (LW_8, 1), (LW_6, 3), (LW_1, 1)",15,"(IS_2, 2), (IS_6, 1), (IS_3, 3), (IS_7, 1), (IS_5, 3), (IS_4, 5), (IS_0, 1) ","(IN_0, 3), (IN_1, 12)",70,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (w4, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), (G7, 1), (G8, 1), (G9, 1)","(module, 1), output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_5
Doc_44,"(LL_28, 1), (LL_52, 1), (LL_29, 1), (LL_19, 1), (LL_2, 2), (LL_41, 1), (LL_62, 1), (LL_45, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 1), (LW_4, 1), (LW_0, 2), (LW_7, 1), (LW_11, 1), (LW_8, 1), (LW_1, 1)",10,"(IS_2, 1), (IS_8, 1), (IS_3, 4), (IS_4, 1), (IS_0, 1) ","(IN_0, 3), (IN_1, 5)",33,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)"," (Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 9), (D, 7)","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_5
Doc_45,"(LL_33, 1), (LL_42, 1), (LL_11, 1), (LL_19, 1), (LL_1, 2), (LL_7, 1), (LL_14, 17), (LL_10, 1)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_0, 2), (LW_1, 2)",25,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 19), (IT_0, 6), (IT_5, 17) ","(IN_0, 2), (IN_1, 4), (IN_2, 17)",136,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1)",Prog_5
Doc_46,"(LL_33, 1), (LL_42, 1), (LL_11, 1), (LL_19, 1), (LL_1, 2), (LL_7, 1), (LL_16, 1), (LL_14, 16), (LL_10, 1)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_0, 2), (LW_1, 2)",25,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 19), (IT_0, 6), (IT_5, 16), (IT_7, 1) ","(IN_0, 3), (IN_1, 4), (IN_2, 16)",136,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (column, 1), (headers, 1), (endprimitive, 1)",Prog_5
Doc_47,"(LL_33, 2), (LL_42, 1), (LL_11, 1), (LL_19, 1), (LL_1, 1), (LL_7, 1), (LL_16, 1), (LL_14, 17), (LL_10, 1)","(LW_5, 18), (LW_7, 2), (LW_2, 1), (LW_0, 1), (LW_1, 3)",25,"(IS_2, 2), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 19), (IT_0, 6), (IT_5, 16), (IT_7, 1), (IT_1, 1) ","(IN_0, 4), (IN_1, 4), (IN_2, 16)",139,4,"(UDP_Majority_4, 2)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_5
Doc_48,"(LL_28, 1), (LL_42, 1), (LL_11, 2), (LL_19, 1), (LL_7, 1), (LL_16, 1), (LL_15, 16), (LL_13, 1)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_1, 3)",24,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 20), (IT_0, 6), (IT_5, 16), (IT_7, 1), (IT_1, 1) ","(IN_0, 4), (IN_1, 4), (IN_2, 16)",137,3,"(Circuit_1, 1), (UDP_Majority_4, 1)","(z, 3), (a, 3), (b, 3), (c, 3), (d, 3), (0, 43), (1, 37)","(primitive, 1), (output, 1), (input, 1), (table, 1), (endtable, 1), (endprimitive, 1)",Prog_5
Doc_49,"(LL_33, 1), (LL_42, 1), (LL_11, 2), (LL_19, 1), (LL_7, 1), (LL_16, 1), (LL_15, 16), (LL_13, 1)","(LW_5, 19), (LW_7, 1), (LW_2, 1), (LW_1, 3)",24,"(IS_2, 1), (IS_6, 1), (IS_1, 1), (IS_4, 1), (IS_0, 20), (IT_0, 6), (IT_5, 16), (IT_7, 1), (IT_1, 1) ","(IN_0, 4), (IN_1, 4), (IN_2, 16)",137,4,"(UDP_Majority_4, 2)","(sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3)","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_5
Doc_50,"(LL_27, 1), (LL_48, 1), (LL_18, 1), (LL_15, 2), (LL_13, 1), (LL_1, 1), (LL_57, 1), (LL_10, 1)","(LW_5, 1), (LW_7, 1), (LW_2, 3), (LW_3, 1), (LW_0, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_6, 1), (IS_0, 4), (IS_1, 1), (IS_13, 1), (IT_0, 4), (IT_1, 4) ","(IN_0, 3), (IN_1, 5)",31,3,"(sum_diff, 3)","(sum_diff, 3), (carry, 5), (A, 4), (B, 4), (select, 3)","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_5
Doc_51,"(LL_27, 1), (LL_48, 1), (LL_18, 1), (LL_15, 2), (LL_13, 1), (LL_1, 1), (LL_73, 1), (LL_10, 1)","(LW_5, 1), (LW_7, 1), (LW_2, 3), (LW_3, 1), (LW_0, 1), (LW_10, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_6, 1), (IS_0, 4), (IS_1, 1), (IS_17, 1), (IT_0, 4), (IT_1, 4) ","(IN_0, 3), (IN_1, 5)",35,3,"(sum_diff, 3)","(sum_diff, 5), (carry, 4), (A, 4), (B, 4), (select, 3)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_5
Doc_52,"(LL_27, 1), (LL_48, 2), (LL_18, 1), (LL_15, 2), (LL_13, 1), (LL_1, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 2), (LW_2, 3), (LW_3, 1), (LW_0, 1), (LW_1, 1)",10,"(IS_2, 1), (IS_6, 1), (IS_0, 4), (IS_1, 1), (IS_12, 1), (IS_7, 1), (IT_0, 5), (IT_1, 4) ","(IN_0, 3), (IN_1, 6)",38,5,"(sum_diff, 5)","(sum_diff, 3), (carry, 5), (A, 4), (B, 4), (select, 3), (3, 2), (0, 2)","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_5
Doc_53,"(LL_27, 1), (LL_49, 1), (LL_24, 1), (LL_16, 2), (LL_19, 1), (LL_3, 1), (LL_72, 1), (LL_10, 1)","(LW_5, 2), (LW_7, 1), (LW_4, 1), (LW_2, 2), (LW_0, 1), (LW_10, 1), (LW_1, 1)",9,"(IS_2, 2), (IS_6, 1), (IS_0, 4), (IS_1, 1), (IS_16, 1), (IT_2, 2), (IT_0, 5), (IT_1, 2) ","(IN_0, 4), (IN_1, 5)",38,3,"(sum_diff, 3)","(3, 2), (0, 2), (sum_diff, 4), (carry, 3), (A, 3), (B, 3), (select, 2)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_5
Doc_54,"(LL_27, 1), (LL_18, 1), (LL_24, 1), (LL_16, 2), (LL_19, 1), (LL_3, 1),  (LL_1, 1), (LL_50, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 3), (LW_2, 3), (LW_4, 1), (LW_0, 2), (LW_7, 1), (LW_1, 1)",11,"(IS_2, 2), (IS_0, 4), (IS_1, 1), (IS_12, 1), (IS_7, 1), (IT_2, 2), (IT_0, 6), (IT_1, 2) ","(IN_0, 4), (IN_1, 6)",38,4,"(sum_diff, 4)","(3, 2), (0, 2), (sum_diff, 3), (carry, 3), (A, 1), (B, 1), (select, 1)","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_5
Doc_55,"(LL_27, 1), (LL_18, 1), (LL_24, 1), (LL_16, 1), (LL_19, 1), (LL_15, 1),  (LL_3, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 3), (LW_2, 3), (LW_4, 1), (LW_0, 1), (LW_1, 1)",9,"(IS_2, 3), (IS_0, 4), (IS_1, 1), (IS_7, 1), (IT_2, 2), (IT_0, 5), (IT_1, 2) ","(IN_0, 4), (IN_1, 5)",25,3,"(sum_diff, 3)","(3, 2), (0, 2), (sum_diff, 4), (carry, 3), (A, 1), (B, 1), (select, 2)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_5
Doc_56,"(LL_27, 1), (LL_18, 1), (LL_24, 1), (LL_16, 1), (LL_19, 1), (LL_15, 1),  (LL_3, 1), (LL_1, 1), (LL_48, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 3), (LW_2, 3), (LW_4, 1), (LW_0, 2), (LW_7, 1), (LW_1, 1)",11,"(IS_2, 3), (IS_0, 4), (IS_1, 1), (IS_12, 1), (IS_7, 1), (IT_2, 2), (IT_0, 6), (IT_1, 2) ","(IN_0, 4), (IN_1, 6)",38,4,"(sum_diff, 4)","(3, 2), (0, 2), (sum_diff, 4), (carry, 3), (A, 1), (B, 1), (select, 2)","(module, 1), (output, 2), (input, 2), (assign, 2), (endmodule, 1)",Prog_5
Doc_57,"(LL_27, 1), (LL_18, 1), (LL_24, 1), (LL_16, 1), (LL_19, 1), (LL_15, 1),  (LL_3, 1), (LL_1, 1), (LL_49, 1), (LL_47, 1), (LL_10, 1)","(LW_5, 3), (LW_2, 3), (LW_4, 1), (LW_0, 2), (LW_7, 1), (LW_1, 1)",11,"(IS_2, 3), (IS_0, 4), (IS_1, 1), (IS_13, 1), (IS_7, 1), (IT_2, 2), (IT_0, 6), (IT_1, 2) ","(IN_0, 4), (IN_1, 6)",39,4,"(sum_diff, 4)","(3, 2), (0, 2), (sum_diff, 3), (carry, 3), (A, 4), (B, 4), (select, 3)","(module, 1), (output, 2), (input, 2), (assign, 1), (endmodule, 1)",Prog_5
Doc_58,"(LL_28, 1), (LL_21, 2), (LL_22, 3), (LL_1, 3), (LL_36, 1), (LL_16, 2), (LL_34, 1),  (LL_23, 1), (LL_22, 2), (LL_20, 3), (LL_25, 1), (LL_18, 1), (LL_10, 1)","(LW_5, 6), (LW_3, 2), (LW_2, 1), (LW_0, 3), (LW_7, 1), (LW_4, 2), (LW_8, 1), (LW_6, 3), (LW_1, 1)",20,"(IS_2, 2), (IS_1, 2), (IS_6, 1), (IS_3, 2), (IS_7, 1), (IS_5, 3), (IS_4, 5), (IS_0, 1) ","(IN_0, 5), (IN_1, 12)",72,3,"(Circuit_1, 2), (default_nettype, 1)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 2), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (w4, 3), (G1, 1), (t2, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_6
Doc_59,"(LL_28, 1), (LL_21, 2), (LL_22, 2), (LL_1, 3), (LL_36, 1), (LL_16, 2), (LL_34, 1),  (LL_23, 1), (LL_22, 2), (LL_20, 4), (LL_25, 1), (LL_18, 1), (LL_10, 1)","(LW_5, 6), (LW_3, 2), (LW_2, 1), (LW_0, 3), (LW_7, 1), (LW_4, 2), (LW_8, 1), (LW_6, 3), (LW_1, 1)",20,"(IS_2, 2), (IS_1, 2), (IS_6, 1), (IS_3, 2), (IS_7, 1), (IS_5, 3), (IS_4, 5), (IS_0, 1) ","(IN_0, 5), (IN_1, 12)",72,3,"(Circuit_1, 2), (default_nettype, 1)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 2), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (w4, 3), (G1, 1), (t2, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_6
Doc_60,"(LL_28, 1), (LL_21, 2), (LL_22, 2), (LL_1, 4), (LL_36, 1), (LL_16, 2), (LL_34, 1),  (LL_23, 1), (LL_22, 2), (LL_20, 4), (LL_25, 1), (LL_18, 1)","(LW_5, 6), (LW_3, 2), (LW_2, 1), (LW_0, 4), (LW_7, 1), (LW_4, 2), (LW_8, 1), (LW_6, 3)",20,"(IS_2, 2), (IS_1, 2), (IS_6, 1), (IS_3, 2), (IS_7, 1), (IS_5, 3), (IS_4, 5)","(IN_0, 4), (IN_1, 12)",72,3,"(Circuit_1, 2), (default_nettype, 1)","(timescale, 1), (1ns, 1), (100ps, 1), (default_nettype, 1), (none, 1), (A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 2), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (w4, 3), (G1, 1), (t2, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1)",Prog_6
Doc_61,"(LL_28, 1), (LL_36, 1), (LL_16, 2), (LL_34, 1), (LL_1, 2), (LL_23, 1), (LL_22, 2), (LL_20, 3), (LL_25, 1), (LL_18, 1), (LL_21, 1), (LL_10, 1)","(LW_5, 6), (LW_3, 1), (LW_0, 2), (LW_7, 1), (LW_4, 2), (LW_8, 1), (LW_6, 3), (LW_1, 1)",17,"(IS_2, 2), (IS_6, 1), (IS_3, 2), (IS_7, 1), (IS_5, 3), (IS_4, 5), (IS_0, 1)","(IN_0, 3), (IN_1, 12)",70,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 2), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (w4, 3), (G1, 1), (t2, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_6
Doc_62,"(LL_28, 1), (LL_36, 1), (LL_16, 2), (LL_34, 1), (LL_1, 2), (LL_23, 1), (LL_22, 2), (LL_20, 3), (LL_25, 1), (LL_18, 1), (LL_21, 1), (LL_10, 1)","(LW_5, 6), (LW_3, 1), (LW_0, 2), (LW_7, 1), (LW_4, 2), (LW_8, 1), (LW_6, 3), (LW_1, 1)",17,"(IS_2, 2), (IS_6, 1), (IS_3, 2), (IS_7, 1), (IS_5, 3), (IS_4, 5), (IS_0, 1)","(IN_0, 3), (IN_1, 12)",70,2,"(Circuit_1, 2)","(A, 6), (B, 6), (C, 6), (F1, 3), (F2, 4), (T1, 3), (T2, 3), (T3, 3), (w1, 3), (w2, 3), (w3, 3), (w4, 3), (G1, 1), (G2, 1), (G3, 1), (G4, 1), (G5, 1), (G6, 1), G7, 1), (G8, 1), (G9, 1)","(module, 1), (output, 1), (input, 1), (wire, 1), (and, 5), (or, 3), (not, 1), (endmodule, 1)",Prog_6
Doc_63,"(LL_28, 2), (LL_52, 1), (LL_18, 1), (LL_1, 1), (LL_40, 1), (LL_50, 1), (LL_45, 2)","(LW_5, 2), (LW_9, 2), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_8, 1)",8,"(IS_2, 1), (IS_8, 1), (IS_3, 3), (IS_4, 1), (IS_5, 1)","(IN_0, 7)",28,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 8), (D, 6), ","(module, 1), (output, 1), (input, 1), (assign, 3)",Prog_6
Doc_64,"(LL_28, 1), (LL_52, 1), (LL_34, 1), (LL_24, 1), (LL_7, 1), (LL_46, 1), (LL_56, 1), (LL_51, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 2), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 3), (IS_4, 1), (IS_5, 1), (IS_0, 1)","(IN_0, 3), (IN_6, 5)",64,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 8), (D, 6), ","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_6
Doc_65,"(LL_28, 2), (LL_52, 1), (LL_18, 1), (LL_13, 1), (LL_40, 1), (LL_50, 1), (LL_45, 1), (LL_10, 1)","(LW_5, 2), (LW_9, 2), (LW_4, 1), (LW_0, 1), (LW_7, 1), (LW_8, 1), (LW_1, 1)",9,"(IS_2, 1), (IS_8, 1), (IS_3, 3), (IS_4, 1), (IS_5, 1), (IS_0, 1)","(IN_0, 8)",40,11,"(Circuit_2, 2), (Out_1, 3), (Out_2, 3), (Out_3, 3)","(Out_1, 3), (Out_2, 3), (Out_3, 3), (A, 5), (B, 7), (C, 8), (D, 6), ","(module, 1), (output, 1), (input, 1), (assign, 3), (endmodule, 1)",Prog_6
